District,Rooms,Price
Merkez / Karşıyaka,3+1,19000.0
Merkez / Karşıyaka,1+1,15100.0
Zile,1+1,15000.0
Turhal,2+1,19500.0
Merkez,3+1,17500.0
Merkez / Karşıyaka,2+1,14000.0
Merkez,Stüdyo (1+0),12500.0
Zile,1+1,17500.0
Niksar,3+1,13000.0
Turhal,3+1,18000.0
Merkez,1+1,16500.0
Merkez,3+1,16000.0
Merkez,2+1,16500.0
Merkez,2+1,15000.0
Merkez / Karşıyaka,Stüdyo (1+0),13000.0
Merkez,2+1,12000.0
Merkez,2+1,17000.0
Merkez,3+1,14000.0
Merkez,2+1,15000.0
Merkez,2+1,14500.0
Merkez,1+1,15500.0
Turhal,3+1,12500.0
Merkez,3+1,17500.0
Merkez,2+1,19000.0
Erbaa,3+1,15000.0
Merkez / Perakende,2+1,16000.0
Merkez,1+1,16000.0
Merkez,1+1,18000.0
Merkez,1+1,17000.0
Merkez,1+1,17500.0
Merkez,1+1,15000.0
Merkez,3+1,15000.0
Merkez,2+0,14500.0
Merkez,1+1,13500.0
Niksar,1+1,18000.0
Niksar,2+1,12000.0
Reşadiye,3+1,13000.0
Merkez,1+1,13000.0
Merkez,2+1,15500.0
Merkez,2.5+1,14000.0
Merkez,2+1,15000.0
Merkez / Köyler,3+1,19000.0
Turhal,1+1,8000.0
Merkez,2+1,15000.0
Merkez,2+0,19000.0
Merkez,2+0,12000.0
Niksar,2+1,10000.0
Merkez,2+1,14500.0
Merkez / Karşıyaka,3+1,15000.0
Zile,3+0,12000.0
Merkez / Karşıyaka,1+1,16500.0
Turhal,3+1,15000.0
Merkez / Karşıyaka,2+0,13000.0
Reşadiye,2+1,10000.0
Merkez,Stüdyo (1+0),12000.0
Turhal,3+1,18500.0
Merkez,3+1,18000.0
Merkez,3+1,16000.0
Erbaa,2+0,18000.0
Merkez,1+1,16000.0
Merkez,1+1,14000.0
Merkez,2+1,6500.0
Merkez,1+1,16000.0
Merkez / Karşıyaka,2+1,15000.0
Merkez,2+0,15500.0
Merkez,3+1,17500.0
Merkez,3+1,19000.0
Merkez,2+1,16000.0
Erbaa,2+1,15000.0
Erbaa,2+1,16500.0
Merkez,3+1,19500.0
Zile,3+1,17000.0
Merkez,1+1,16000.0
Niksar,2+1,14000.0
Merkez / Perakende,2+0,13000.0
Merkez,3+1,18000.0
Merkez,1+1,15500.0
Merkez,2+1,12500.0
Merkez / Karşıyaka,1+1,15000.0
Merkez,Stüdyo (1+0),11000.0
Turhal,1+1,19000.0
Merkez,1+1,13000.0
Merkez,2+1,13750.0
Erbaa,2+1,17500.0
Merkez,2+1,16000.0
Merkez,Stüdyo (1+0),15000.0
Merkez,1+1,16100.0
Merkez,1+1,18000.0
Merkez,3+1,17000.0
Merkez,1+1,18750.0
Merkez,1+1,18100.0
Merkez,1+1,16250.0
Zile,2+1,18000.0
Merkez,1+1,18500.0
Merkez,1+1,16750.0
Merkez,Stüdyo (1+0),13000.0
Zile,2+1,17000.0
Merkez / Karşıyaka,2+0,14000.0
Merkez,2.5+1,18000.0
Merkez / Karşıyaka,1+1,19000.0
Merkez,2+1,14500.0
Merkez,2+0,14000.0
Merkez,1+1,16000.0
Niksar,2+1,9000.0
Merkez,2.5+1,18000.0
Merkez,1+1,16000.0
Merkez,2+1,11000.0
Merkez,2+0,16000.0
Merkez,2+1,16000.0
Merkez,2+1,18000.0
Merkez,1+1,14000.0
Merkez,2+0,15000.0
Merkez,1+1,14000.0
Merkez,3+1,19000.0
Merkez,2+0,15000.0
Merkez,1+1,14000.0
Turhal,2+1,18000.0
Merkez,2+0,15000.0
Merkez,2+1,18000.0
Merkez,1+1,16000.0
Merkez,1+1,19000.0
Merkez,3+1,12500.0
Merkez,3+1,15000.0
Merkez,1+1,18500.0
Merkez,2+0,19000.0
Merkez,1+1,12500.0
Merkez,1+1,13000.0
Merkez,1+1,10500.0
Merkez,2+1,15000.0
Merkez / Karşıyaka,3+1,15000.0
Merkez,3+1,15000.0
Merkez / Karşıyaka,3+1,16000.0
Erbaa,1+1,15000.0
Merkez / Karşıyaka,2+1,11000.0
Merkez,1+1,18500.0
Zile,2+1,14000.0
Merkez,1+1,13500.0
Merkez,1+1,19000.0
Merkez,3+1,15500.0
Merkez,2+1,14000.0
Merkez,1+1,16000.0
Merkez,1+1,15000.0
Merkez / Köyler,1+1,17500.0
Turhal,2.5+1,17500.0
Zile,3+1,18000.0
Erbaa,2+1,15000.0
Merkez,Stüdyo (1+0),11200.0
Merkez,1+1,14000.0
Turhal,2+1,12500.0
Merkez,1+1,13000.0
Merkez,1+1,17500.0
Merkez,2+1,15500.0
Merkez,1+1,16500.0
Merkez / Köyler,3+1,18000.0
Merkez,1+1,13500.0
Merkez,1+1,19000.0
Merkez,2+1,13000.0
Merkez,1+1,14500.0
Niksar / Merkez,2+1,10000.0
Merkez,1+1,18000.0
Merkez,2+1,15500.0
Merkez,1+1,19000.0
Merkez,3+1,11000.0
Turhal,2+1,10500.0
Merkez,1+1,15000.0
Merkez,3+1,18000.0
Merkez,2+1,15000.0
Merkez,1+1,19750.0
Merkez,2+1,18000.0
Merkez,3+1,15000.0
Merkez / Karşıyaka,1+1,19500.0
Turhal,2+1,7500.0
Merkez,2+1,15750.0
Erbaa,3+1,18000.0
Merkez,2+1,8000.0
Merkez,Stüdyo (1+0),12500.0
Merkez,2+1,16000.0
Merkez,1+1,14500.0
Merkez,2+0,17000.0
Merkez,2+1,16000.0
Merkez,2+1,15000.0
Merkez,2+1,8000.0
Merkez,1+1,12500.0
Merkez,3+1,16000.0
Zile,3+1,15000.0
Merkez,1+1,18000.0
Reşadiye,1+1,15000.0
Merkez,2+1,17500.0
Merkez,2+1,18000.0
Merkez,1+1,13000.0
Merkez,3+1,15500.0
Merkez / Köyler,3+0,12500.0
Merkez,2+0,19000.0
Turhal,2+1,10000.0
Merkez / Karşıyaka,1+1,16000.0
Merkez,2+0,17500.0
Merkez,3+1,18000.0
Merkez,3+1,13000.0
Merkez,1+1,12500.0
Merkez,2.5+1,18000.0
Erbaa,1+1,16000.0
Reşadiye,1+1,17000.0
Merkez,1+1,10250.0
Merkez / Karşıyaka,2+0,16250.0
Merkez / Karşıyaka,3+1,15000.0
Merkez,1+1,15500.0
Niksar,1+1,15000.0
Merkez,2+1,14750.0
Merkez / Köyler,2+0,11750.0
Merkez,2+1,16000.0
Merkez,3+1,15000.0
Merkez,1+1,17000.0
Merkez / Karşıyaka,2+0,18000.0
Merkez,2+0,10000.0
Merkez,2+1,14500.0
Merkez,1+1,18500.0
Merkez / Köyler,1+1,12000.0
Merkez,1+1,16500.0
Merkez,2+1,13500.0
Merkez,1+1,15000.0
Merkez,2+1,15000.0
Merkez,1+1,16000.0
Merkez,2+1,15000.0
Merkez,2+1,14750.0
Merkez,3+1,17000.0
Merkez,2+1,13000.0
Merkez,2+0,16000.0
Merkez,3+1,13000.0
Merkez,1+1,13500.0
Merkez,3+1,18500.0
Merkez / Karşıyaka,1+1,17000.0
Merkez,2+0,18500.0
Merkez,1+1,12000.0
Merkez,1+1,11000.0
Erbaa,3+1,17000.0
Zile,3+1,15000.0
Merkez / Karşıyaka,2+0,14000.0
Pazar,1+1,11500.0
Merkez,2+0,15000.0
Merkez,3+1,19500.0
Erbaa,2+1,16000.0
Merkez,2+1,17000.0
Merkez,2+1,15250.0
Merkez,2+1,15000.0
Merkez,1+1,15500.0
Zile,2+1,18000.0
Merkez / Köyler,2+1,16000.0
Zile,1+1,13500.0
Merkez / Karşıyaka,1+1,15100.0
Merkez,1+1,17500.0
